Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type Description,Rep,CSR,Qty of Items P/Invoice, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Int'l,Freight Comment,QUESTIONS FOR CSR
477079,43488,MRO BUILT,MROSNOR,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,3,1595.7,14.16,FEDEXG,FedEx Ground,1PW,North Canton,OH,,,
478002,43504,MRO BUILT,MROSNOR,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,210,0,FEDEXG,FedEx Ground,1PW,North Canton,OH,,,
478292,43509,MRO BUILT,MROSNOR,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,140,13.12,FEDEXG,FedEx Ground,1PW,North Canton,OH,,,
486741,43682,MRO BUILT,MROSNOR,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,17,0,0,FEDEXG,FedEx Ground,1PW,North Canton,OH,,"DO NOT CHARGE FREIGHT                             
",
487519,43697,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,13.18,0,UPSG,UPS Ground,2LA,Prosper,TX,,USE UPS ACCT#T3301T,
487523,43697,PACIFIC LAMP & SUPPLY COMPANY,PACISEA,DIST,LIGHTING DISTRIBUTOR,ZULI,Veronica Garcia,1,88.4,0,UPSG,UPS Ground,2LA,Seattle,WA,,USE UPS ACCT#941385,
487524,43697,DANIEL DEMARCO & ASSOCIATES,AMWOOD,ARCH,ARCHITECT,HLIT,Dee Erdei,8,473.69,0,UPSG,UPS Ground,1PW,Amityville,NY,,,
487525,43697,D3 LLC,D3LLMEL,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,0,0,PICKUP,Pick Up,1PW,Melville,NY,,,
487332,43692,MRO BUILT,MROSNOR,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,59.6,18.85,FEDEXG,FedEx Ground,2LA,North Canton,OH,,,
483145,43605,DANIEL DEMARCO & ASSOCIATES,AMWOOD,ARCH,ARCHITECT,HLIT,Dee Erdei,5,144.94,0,FEDEXIP,FedEx International Priority,1PW,Scarborough,ON,Intl,,why was freight not charged?
483370,43609,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,3,2392.39,0,UPSSC,UPS Standard To Canada,1PW,Mississauga,ON,Intl,"
FREIGHT COLLECT TO UPS ACCT# R40674

",
480018,43542,MURRAY LIGHTING,MURRAY,DIST,LIGHTING DISTRIBUTOR,TLTG,Gabriel O'Reilly,2,71.45,26.02,FEDEXG,FedEx Ground,1PW,Detroit,MI,,,
480941,43558,MURRAY LIGHTING,MURRAY,DIST,LIGHTING DISTRIBUTOR,TLTG,Gabriel O'Reilly,2,112.5,12.22,FEDEXG,FedEx Ground,1PW,Detroit,MI,,,
487531,43698,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,18,4222.94,0,DELIVERY,Delivery,1PW,Long Island City,NY,,,
487532,43698,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,4,160.5,0,DELIVERY,Delivery,1PW,New York,NY,,,
487533,43698,IDX - DAYTON,IDXDAYT,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,2,27750,0,FEDEXG,FedEx Ground,1PW,Dayton,OH,,FEDEX ACCT # 3453-0023-6,
487534,43698,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,5,612.16,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
487535,43698,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,321,0,DELIVERY,Delivery,1PW,New York,NY,,,
487536,43698,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,1013.29,0,DELIVERY,Delivery,1PW,New York,NY,,,
493556,43826,MURRAY LIGHTING,MURRAY,DIST,LIGHTING DISTRIBUTOR,TLTG,Gabriel O'Reilly,2,129,13.48,FEDEXG,FedEx Ground,1PW,Detroit,MI,,,
480503,43550,N.E.O ELECTRICAL SUPPLY & LTG,NEOECHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LICO,Gabriel O'Reilly,4,979.65,156.09,FEDEXG,FedEx Ground,1PW,Chardon,OH,,,
481624,43572,N.E.O ELECTRICAL SUPPLY & LTG,NEOECHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LICO,Gabriel O'Reilly,2,348.55,99.13,FEDEXG,FedEx Ground,1PW,Chardon,OH,,,
481956,43579,N.E.O ELECTRICAL SUPPLY & LTG,NEOECHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LICO,Gabriel O'Reilly,1,119.5,18.03,FEDEXG,FedEx Ground,1PW,Chardon,OH,,,
487542,43698,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,28.8,0,UPSG,UPS Ground,1PW,Carlisle,PA,, USE UPS ACCT# 1Y750E,
487543,43698,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,52.43,0,UPSG,UPS Ground,1PW,Logan Township,NJ,, USE UPS ACCT# 1Y750E,
487544,43698,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,40.8,0,UPSG,UPS Ground,1PW,Monroe,OH,, USE UPS ACCT# 1Y750E,
477031,43487,"NAKAMURA-BEEMAN, INC",NAKASAN,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DENB,Dee Erdei,6,211,0,FEDEXG,FedEx Ground,2LA,Santa Fe Springs,CA,,,
477080,43488,"NAKAMURA-BEEMAN, INC",NAKASAN,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DENB,Dee Erdei,4,773.4,0,FEDEXG,FedEx Ground,1PW,Santa Fe Springs,CA,,,
487547,43698,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,175.1,0,PICKUP,Pick Up,1PW,Floral Park,NY,,,
487549,43698,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,118.5,0,DELIVERY,Delivery,1PW,Floral Park,NY,,,
480600,43551,"JESCO LIGHTING GROUP, LLC",JESCO,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,Scarborough,ON,Intl,"DO NOT CHARGE FREIGHT                             
",
487813,43704,"JESCO LIGHTING GROUP, LLC",JESCO,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,Scarborough,ON,Intl,"DO NOT CHARGE FREIGHT                             
",
483563,43614,STARLIGHT LIGHTING,STARCAN,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,DECO,Veronica Garcia,1,39.5,0,UPSSC,UPS Standard To Canada,2LA,Newmarket,ON,Intl,USE UPS ACCT#2W48A2,
483683,43616,MEDIA 6 IMG INC,INTEMIS,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,5,4150.41,0,FEDEXPO,FedEx Priority Overnight,1PW,Mississauga,ON,Intl,,why was freight not charged?
483836,43620,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,1,26.6,0,UPSSC,UPS Standard To Canada,1PW,Toronto,ON,Intl,"FREIGHT COLLECT TO UPS ACCT# R40674

CUSTOMS BROKER:
WILLIAM L RUTHERFORD
3350 AIRWAY DRIVE
MISSISSAUGA, ON L4V1T3
905-673-2222",
484067,43623,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,1,40.6,0,UPSSC,UPS Standard To Canada,1PW,Richmond Hill,ON,Intl,SHIP  UPS ACCT# R-40674,
484105,43626,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,17,4355.92,0,UPSSC,UPS Standard To Canada,1PW,Hamilton,ON,Intl,"FREIGHT COLLECT TO UPS ACCT# R40674

CUSTOMS BROKER:
WILLIAM L RUTHERFORD
3350 AIRWAY DRIVE
MISSISSAUGA, ON L4V1T3
905-673-2222",
484303,43628,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,7,1549.62,0,UPSSC,UPS Standard To Canada,1PW,Mississauga,ON,Intl,"FREIGHT COLLECT TO UPS ACCT# R40674

CUSTOMS BROKER:
WILLIAM L RUTHERFORD
3350 AIRWAY DRIVE
MISSISSAUGA, ON L4V1T3
905-673-2222",
479564,43532,"NAKAMURA-BEEMAN, INC",NAKASAN,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DENB,Dee Erdei,1,30.88,0,FEDEXG,FedEx Ground,1PW,Santa Fe Springs,CA,,,
487561,43698,IDX - DAYTON,IDXDAYT,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,23.13,0,FEDEX2,FedEx 2Day,2LA,Dayton,OH,,FEDEX ACCT # 3453-0023-6,
487562,43698,RICHARD KURTZ,RICHARD,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,4,0,0,TRUCK,TRUCKING,1PW,Fort Myers,FL,,,
484705,43636,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,8,94.46,0,UPSSC,UPS Standard To Canada,1PW,Concord,ON,Intl,USE UPS ACCT# R-40674,
484764,43637,CS ILLUMINATION,CSILENC,DESI,DESIGNER/INTERIOR DECORATOR,FALV,Dee Erdei,3,27,0,UPSSC,UPS Standard To Canada,1PW,Toronto,ON,Intl,UPS ACCT # X2041R,
484849,43640,CS ILLUMINATION,CSILENC,DESI,DESIGNER/INTERIOR DECORATOR,FALV,Dee Erdei,5,258.3,0,UPSWED,UPS Worldwide Expedited,2LA,Burlington,ON,Intl,UPS ACCT # X2041R,
485046,43643,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,3,3371.2,0,UPSSC,UPS Standard To Canada,1PW,Burlington,ON,Intl,"DO NOT CHARGE FREIGHT                             
",
485295,43649,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,2,78.05,0,UPSSC,UPS Standard To Canada,1PW,Toronto,ON,Intl,USE UPS ACCT# R-40674,
487568,43698,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,25.16,0,UPSG,UPS Ground,1PW,Florence,KY,,,
487569,43698,KENDALL ELECTRIC-GRAND RAPIDS,KENELI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MLSW,Verenis Cervantes,1,10,60.19,FEDEXSO,FedEx Standard Overnight,1PW,Grand Rapids,MI,,,
485294,43649,"NAKAMURA-BEEMAN, INC",NAKASAN,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FALV,Dee Erdei,2,1276,0,FEDEXG,FedEx Ground,1PW,Santa Fe Springs,CA,,,
487573,43698,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,63.81,0,FEDEXG,FedEx Ground,1PW,Wallington,NJ,,USE FEDEX ACCT.# 124454549,
485571,43656,"NEEDHAM ELECTRIC - BANGOR,ME",WESCBAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,6,913.78,12.52,FEDEXG,FedEx Ground,1PW,Bangor,ME,,,
485848,43662,"NEEDHAM ELECTRIC - BANGOR,ME",WESCBAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,1,4.5,10.66,FEDEXG,FedEx Ground,2LA,Bangor,ME,,,
490704,43762,"NEEDHAM ELECTRIC - BANGOR,ME",WESCBAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,Bangor,ME,,"DO NOT CHARGE FREIGHT                             
",
487577,43698,CRESCENT ELECTRIC - PORTLAND,CRESPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,2,0,0,FEDEXPO,FedEx Priority Overnight,0LA,Portland,OR,,USE FEDEX 137372134,
487578,43698,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,296.33,0,UPSG,UPS Ground,1PW,Muskego,WI,,USE UPS ACCT.# T3301T,
491281,43775,"NEEDHAM ELECTRIC - BANGOR,ME",WESCBAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,1,9,10.86,FEDEXG,FedEx Ground,1PW,Brewer,ME,,,
487580,43698,VISUAL COMMUNICATIONS,VISUAST,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,3,2002.2,121.2,FEDEXPO,FedEx Priority Overnight,1PW,Aston,PA,,,
481165,43563,NEEDHAM ELECTRIC - LITTLETON,NEEDLIT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,4,313.5,16.55,FEDEXG,FedEx Ground,1PW,Littleton,NH,,,
487583,43698,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,50.36,0,UPSG,UPS Ground,1PW,Moorhead,MN,,USE UPS ACCT.# T3301T,
481237,43564,NEEDHAM ELECTRIC - LITTLETON,NEEDLIT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,3,945,16.55,FEDEXG,FedEx Ground,1PW,Littleton,NH,,,
483802,43620,NEEDHAM ELECTRIC - LITTLETON,NEEDLIT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,1,10,19.68,FEDEXG,FedEx Ground,1PW,Pike,NH,,,
487586,43698,NU-LITE ELECTRICAL WHOLESALERS,NULIHAR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,18.76,32.96,FEDEX2,FedEx 2Day,1PW,Harahan,LA,,,
487587,43698,CHESTER SOKOLOWSKI,CHES,REP,CURRENT REP,REP,Manny Estevez,1,0,0,FEDEXSO,FedEx Standard Overnight,1PW,Punta Gorda,FL,,"DO NOT CHARGE FREIGHT                             
",
487588,43698,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,201.42,0,FEDEXG,FedEx Ground,1PW,Seattle,WA,,USE FEDEX ACCT# 124454549,
477066,43488,"NEEDHAM ELECTRIC - PORTLAND,ME",WESCPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,4,294.5,11.97,FEDEXG,FedEx Ground,1PW,Portland,ME,,,
487590,43698,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,40.88,0,FEDEXG,FedEx Ground,1PW,Denver,CO,,FEDEX Account #312721961,
480445,43549,"NEEDHAM ELECTRIC - PORTLAND,ME",WESCPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,1,130,65.11,FEDEXG,FedEx Ground,2LA,Portland,ME,,"DO NOT CHARGE FREIGHT                             
",
487592,43698,"VISION WOODWORKING, INC.",VISIFRI,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,4,547.24,0,FEDEXPO,FedEx Priority Overnight,1PW,Minneapolis,MN,,,
487593,43698,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,396,0,FEDEXG,FedEx Ground,1PW,Carrollton,TX,,USE FEDEX ACCT. 124454549,
487594,43698,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,1525.5,218,LA-TRUCKING,LA Trucking,2LA,San Antonio,TX,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
478775,43518,NEEDHAM ELECTRIC - WINOOSKI,NEEDWIN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,14,470.5,12.26,FEDEXG,FedEx Ground,1PW,South Burlington,VT,,,
487596,43698,"VISION WOODWORKING, INC.",VISIFRI,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,134.3,0,FEDEXPO,FedEx Priority Overnight,2LA,Minneapolis,MN,,,
487597,43698,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,49,0,UPSG,UPS Ground,2LA,Flower Mound,TX,,,
493302,43818,NEEDHAM ELECTRIC - WINOOSKI,NEEDWIN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,1,394.68,47.34,FEDEXG,FedEx Ground,1PW,South Burlington,VT,,,
492938,43810,NERO LIGHTING CORP,NEROBRO,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,5,1475.22,38.65,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,,,
477270,43490,NESCO D/B/A NEEDHAM ELECTRIC,NESCBOS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,24,27.8,FEDEXG,FedEx Ground,1PW,Laconia,NH,,,
487601,43698,OVERSTOCK.COM,OVERSLC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,146.88,0,UPSG,UPS Ground,2LA,Saint Cloud,FL,,SHIP VIA UPS ACCOUNT #4F4030,
480184,43544,NESCO D/B/A NEEDHAM ELECTRIC,NESCBOS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,2,200,11.44,FEDEXG,FedEx Ground,1PW,Boston,MA,,,
487603,43698,WESCO DISTRIBUTION - BILLINGS,WESCBIL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LUFX,Veronica Garcia,1,1756.8,202,LA-TRUCKING,LA Trucking,2LA,Billings,MT,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
487604,43699,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,0,0,DELIVERY,Delivery,1PW,New York,NY,,,
487605,43699,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,233.2,0,DELIVERY,Delivery,1PW,Woodside,NY,,,
487606,43699,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,1576.64,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
487607,43699,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,518.4,0,DELIVERY,Delivery,1PW,New York,NY,,,
487608,43699,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,7,7119.16,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
487609,43699,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,60,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
487610,43699,VISUAL MILLWORK & FIXTURE MFG,VISUDPA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,5,1062.9,0,PICKUP,Pick Up,1PW,Deer Park,NY,,FEDEX ACCT # 6360-4763-5,
487611,43699,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,30.32,0,DELIVERY,Delivery,1PW,New York,NY,,,
487612,43699,GREENVALE ELECTRIC SUPPLY,GREEGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,279.95,0,PICKUP,Pick Up,1PW,Greenvale,NY,,,
487614,43699,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,576,0,PICKUP,Pick Up,1PW,Floral Park,NY,,,
487615,43699,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,187.52,57,FEDEXG,FedEx Ground,1PW,Gaithersburg,MD,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
487616,43699,VISUAL COMMUNICATIONS,VISUAST,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,3,216.95,38.17,FEDEXPO,FedEx Priority Overnight,1PW,Aston,PA,,,
482258,43585,NESCO D/B/A NEEDHAM ELECTRIC,NESCBOS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,6,1538,96.88,FEDEXG,FedEx Ground,1PW,Laconia,NH,,,
490583,43760,NEW GENERATION,NEWGEN,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,195.2,26.13,FEDEXG,FedEx Ground,2LA,New York,NY,,,
487619,43699,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,108.5,0,UPSG,UPS Ground,1PW,Carlstadt,NJ,,USE UPS# 535W4E,
476537,43479,NEWTON ELECTRICAL COMPANY INC,NEWTNEW,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,149,11.69,FEDEXG,FedEx Ground,1PW,Newton,MA,,,
479342,43529,NEWTON ELECTRICAL COMPANY INC,NEWTNEW,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,19,942,37.2,FEDEXG,FedEx Ground,1PW,Newton,MA,,,
482739,43594,NEWTON ELECTRICAL COMPANY INC,NEWTNEW,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,2,91,10.68,FEDEXG,FedEx Ground,2LA,Newton,MA,,,
485319,43649,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,1,0,0,UPSG,UPS Ground,1PW,Toronto,ON,Intl,SHIP WITH UPS Acc. 5R4155,
487624,43699,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,74.4,0,UPSG,UPS Ground,1PW,Lakeland,FL,, USE UPS ACCT# 1Y750E,
487625,43699,"SILVER STAR INDUSTRIES, INC",SILVNOR,CABI,CABINET / WOOD MAKER,FALV,Dee Erdei,4,227.5,0,UPSG,UPS Ground,1PW,North Bonneville,WA,,UPS # 3F89R3,
484535,43634,NEWTON ELECTRICAL COMPANY INC,NEWTNEW,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,2,91,11.16,FEDEXG,FedEx Ground,1PW,Newton,MA,,,
478691,43516,NICEWOOD ENTERPRISES INC.,NICEWIL,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,1,55.6,14.15,FEDEXG,FedEx Ground,2LA,Daly City,CA,,,
487632,43699,INSTORE DESIGN DISPLAY,INSTKCI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,240,0,UPSG,UPS Ground,1PW,North Kansas City,MO,,UPS ACCT # 236E49,
485595,43656,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,430,13.77,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
486604,43678,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,860,13.77,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
487234,43691,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,430,13.77,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
487882,43704,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,430,13.74,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
489495,43738,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,860,13.77,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
490231,43752,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,860,18.77,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
491668,43782,"NLSC PRODUCTS, INC.",NLSCBUR,DIST,LIGHTING DISTRIBUTOR,DAAS,Maria Hernandez,2,860,13.77,FEDEXG,FedEx Ground,2LA,Burnsville,MN,,,
487640,43699,SPARKS CUSTOM RETAIL LLC,SHOWTI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,1,76.6,31.63,FEDEXPO,FedEx Priority Overnight,1PW,Philadelphia,PA,,,
487641,43699,"LUM-TECH LIGHTING, INC.",LUMTECH,MANF,MANUFACTURER,HSNY,Edwin Ma,2,3088.44,180.18,TRUCK,TRUCKING,1PW,Rochester,NY,,,
487642,43699,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,338.65,0,UPSG,UPS Ground,1PW,Brooklyn,NY,,USE UPS ACCT#T3301T,
